Code,name,symptoms_0,symptoms_1,symptoms_2,symptoms_3,symptoms_4,symptoms_5,symptoms_6,symptoms_7,symptoms_8,symptoms_9,symptoms_10,symptoms_11,symptoms_12,symptoms_13,symptoms_14,symptoms_15,symptoms_16,symptoms_17,symptoms_18,symptoms_19,symptoms_20,symptoms_21,symptoms_22,symptoms_23,Description,commonTestsAndProcedures,commonMedications,age,gender,race/ethnicity
428,Dislocation of the shoulder,Shoulder pain,91,Arm pain,32,Wrist pain,11,Shoulder stiffness or tightness,7,Arm stiffness or tightness,7,Arm swelling,5,Redness in or around nose,3,Neck mass,3,Leg weakness,3,Shoulder lump or mass,"3""",,,,," Also known as Shoulder Dislocation , , ,A dislocated shoulder occurs when the humerus separates from the scapula at the glenohumeral joint. The shoulder joint has the greatest range of motion of any joint in the body and as a result is particularly susceptible to dislocation and subluxation. Approximately half of major joint dislocations seen in emergency departments are of the shoulder. Partial dislocation of the shoulder is referred to as subluxation. , Source: Wikipedia,Patients with dislocation of the shoulder often receive ",",Radiographic imaging procedure,Plain x ray X ray,Application of splint Splinting,Intravenous fluid replacement,Physical therapy exercises Exercises,Cardiac monitoring Cardiac monitor,Magnetic resonance imaging Mri,Orthopedic casting",",Fentanyl,Midazolam Versed,Propofol,Tromethamine,Methohexital Brevital,Etomidate,Flumazenil,Oxaprozin,Bisoprolol Emcor",15-29,male,other
429,Intussusception,Sharp abdominal pain,85,Vomiting,51,Diarrhea,51,Regurgitation,51,Constipation,51,Upper abdominal pain,51,Blood in stool,51,Nausea,51,Cross-eyed,4,Itchy eyelid,4,Excessive growth,4,Emotional symptoms,"4"""," Also known as Bowel Intussusception and Intestinal Intussusception , , ,Intussusception may refer to: , Source: Wikipedia,Patients with intussusception often receive ",",Radiographic imaging procedure,Complete blood count Cbc,Hematologic tests Blood test,X ray computed tomography Scan ct,Intravenous fluid replacement,Electrolytes panel,Plain x ray X ray,Liver function tests Liver test",",Meperidine Demerol,Pentobarbital,Trimethobenzamide Tigan,Prednisolone,Clindamycin,Metronidazole,Pantoprazole,Mecamylamine,Grepafloxacin Raxar,Malathion Topical,Gemtuzumab Mylotarg,Gadoteridol Prohance","1-4,< 1",Unspecified,black and
430,Cervicitis,Sharp abdominal pain,73,Vaginal discharge,70,Pelvic pain,46,Painful urination,41,Lower abdominal pain,41,Burning abdominal pain,27,Nausea,27,Vaginal itching,24,Vaginal pain,24,Cramps and spasms,17,Pain during pregnancy,17,Suprapubic pain,"13"""," , ,Cervicitis is inflammation of the uterine cervix. Cervicitis in women has many features in common with urethritis in men and many cases are caused by sexually transmitted infections. Non-infectious causes of cervicitis can include intrauterine devices, contraceptive diaphragms, and allergic reactions to spermicides or latex condoms. , Source: Wikipedia,Patients with cervicitis often receive ",",Urinalysis,Standard pregnancy test,Pelvis exam,Hematologic tests Blood test,Complete blood count Cbc,Glucose measurement Glucose level,Kidney function tests Kidney function test,Intravenous fluid replacement",",Azithromycin,Ceftriaxone,Metronidazole,Doxycycline,Fluconazole Diflucan,Cefixime Suprax,Cefpodoxime,Cefmetazole,Diflunisal,Clindamycin Topical Product,Cefotaxime,Terbutaline","30-44,15-29",female,black and
431,Abscess of the pharynx,Sore throat,83,Fever,69,Nasal congestion,58,Cough,51,Difficulty in swallowing,48,Ear pain,34,Headache,34,Sharp chest pain,27,Coughing up sputum,27,Allergic reaction,27,Feeling ill,20,Throat swelling,"20"""," , ,Abscess of the pharynx is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,Patients with abscess of the pharynx often receive , ",",Kidney function tests Kidney function test,Intravenous fluid replacement,X ray computed tomography Scan ct,Other diagnostic procedures interview evaluation consultation,Influenzavirus antibody assay,Excision Removal,Tracheoscopy and laryngoscopy with biopsy,Other therapeutic ear procedures",",Dexamethasone Topical Product,Clindamycin,Azelastine Nasal,Triamcinolone Nasal Product,Cloxacillin,Cefotaxime,Cefixime Suprax,Phenol Topical,Leflunomide Arava","5-14,1-4",Unspecified,other
432,Primary thrombocythemia,Dizziness,28,Fatigue,21,Sweating,12,Flatulence,12,Rectal bleeding,12,Fluid retention,12,Pain of the anus,12,Joint pain,12,Muscle pain,12,Frequent urination,12,Abusing alcohol,12,Symptoms of eye,"12"""," Also known as Essential Thrombocythemia, Essential Thrombocytosis, and Idiopathic Thrombocythemia , , ,Thrombocytosis (or thrombocythemia) is the presence of high platelet counts in the blood, and can be either primary (also termed essential and caused by a myeloproliferative disease) or reactive (also termed secondary). Although often symptomless (particularly when it is a secondary reaction), it can predispose to thrombosis in some patients. , Source: Wikipedia,Patients with primary thrombocythemia often receive ",",Hematologic tests Blood test,Complete blood count Cbc,Complete physical skin exam performed ML,Glucose measurement Glucose level,Hemoglobin A1c measurement Hemoglobin a1c test,Other diagnostic procedures interview evaluation consultation,Biopsy,Ultrasonography Ultrasound",",Hydroxyurea,Anagrelide,Triamterene,Ferric Oxide,,Epoetin Alfa Procrit,Testosterone,Ropinirole,Glimepiride,6 Aminocaproic Acid Amicar,Acebutolol,Cefprozil,Megestrol Megace",75+,Unspecified,other
433,Arthritis of the hip,Hip pain,93,Leg pain,56,Low back pain,43,Back pain,41,Knee pain,37,Ache all over,24,Groin pain,20,Lower body pain,14,Problems with movement,13,Pelvic pain,10,Joint pain,9,Hip stiffness or tightness,"3"""," Also known as Hip Arthritis , , ,Arthritis of the hip is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,Patients with arthritis of the hip often receive , ",",Radiographic imaging procedure,Plain x ray X ray,Physical therapy exercises Exercises,Magnetic resonance imaging Mri,Other therapeutic procedures,Insertion of catheter or spinal stimulator and injection into spinal canal,Insertion of catheter into urinary bladder,Other non OR therapeutic procedures on musculoskeletal system",",Cortisone,Dorzolamide Ophthalmic,Sulindac,Gadodiamide Omniscan,Calcifediol,Cisatracurium Nimbex,Pepsin A,Tapentadol Nucynta,Diazoxide,Benzoin Topical,Flavoxate Urispas,Nitrofurazone Topical","75+,45-59",Unspecified,other
434,Decubitus ulcer,Skin lesion,78,Difficulty speaking,11,Skin on leg or foot looks infected,6,Skin pain,1,Incontinence of stool,1,Penis redness,1,Disturbance of smell or taste,"1""",,,,,,,,,,," Also known as Pressure Ulcer, Pressure Sores, Bed Sore, and Contact Ulcers , , ,Pressure ulcers, also known as decubitus ulcers or bedsores, are localized injuries to the skin and/or underlying tissue that usually occur over a bony prominence as a result of pressure, or pressure in combination with shear and/or friction. The most common sites are the sacrum, coccyx, heels or the hips, but other sites such as the elbows, knees, ankles or the back of the cranium can be affected. , Source: Wikipedia,Patients with decubitus ulcer often receive ",",Wound care management,Complete physical skin exam performed ML,Debridement of wound infection or burn,Excision Removal,Referral to home health care service,Examination of foot,Traction splints and other wound care,Microscopic examination bacterial smear culture toxicology",",Mupirocin Topical,Collagenase Topical,Silver Nitrate Topical Each,Silver Sulfadiazine Topical,Baclofen,Oxybutynin,Cellulose,Sodium Hypochlorite Topical,Sennosides,,Petrolatum Topical,Silver Topical,Zinc Sulfate","75+,60-74",Unspecified,other
435,Hypernatremia,Weakness,64,Difficulty breathing,53,Fever,45,Fluid retention,45,Depressive or psychotic symptoms,35,Vomiting,35,Shortness of breath,35,Ache all over,35,Apnea,21,Heavy menstrual flow,21,Problems with movement,21,Fainting,"21"""," Also known as Excess Sodium in Blood , , ,Hypernatremia or hypernatraemia (see American and British English spelling differences) is an electrolyte disturbance that is defined by an elevated sodium level in the blood. Hypernatremia is generally not caused by an excess of sodium, but rather by a relative deficit of free water in the body. For this reason, hypernatremia is often synonymous with the less precise term, dehydration. , Source: Wikipedia,Patients with hypernatremia often receive ",",Hematologic tests Blood test,Complete blood count Cbc,Intravenous fluid replacement,Radiographic imaging procedure,Plain x ray X ray,Glucose measurement Glucose level,Kidney function tests Kidney function test,Electrolytes panel",",Insulin,Sodium Bicarbonate,Enoxaparin Lovenox,Oxygen,Albumin Human,,Piperacillin Zosyn,Insulin Aspart Insulin Aspart Protamine,Dopamine,Sodium Polystyrene Sulfonate Kayexalate,Zoledronic Acid Reclast,Phenobarbital,Telmisartan Micardis,Epoetin Alfa Procrit","75+,60-74,< 1",Unspecified,black and
436,Sensorineural hearing loss,Diminished hearing,90,Plugged feeling in ear,57,Ringing in ear,49,Dizziness,48,Ear pain,39,Nasal congestion,25,Fluid in ear,13,Hoarse voice,11,Redness in ear,11,Itchy ear(s),9,Throat feels tight,4,Neck mass,"4"""," Also known as Sensory Hearing Loss and Sensorineural Deafness , , ,Sensorineural hearing loss (SNHL) is a type of hearing loss in which the root cause lies in the vestibulocochlear nerve (cranial nerve VIII), the inner ear, or central processing centers of the brain. Sensorineural hearing loss can be mild, moderate, or severe, including total deafness. , Source: Wikipedia,Patients with sensorineural hearing loss often receive ",",Ophthalmologic and otologic diagnosis and treatment,Magnetic resonance imaging Mri,Other diagnostic procedures interview evaluation consultation,Other therapeutic ear procedures,Psychological and psychiatric evaluation and therapy,Tracheoscopy and laryngoscopy with biopsy,Diagnostic procedures on nose mouth and pharynx,Other OR therapeutic procedures on nose mouth and pharynx",",Mometasone Nasal Product,Azelastine Nasal,Fluocinolone Otic,Chlorthalidone,Ubiquinone Q10,Factor Viii,Levocarnitine,Ethanol On Guard,Acetic Acid Topical,Tiagabine Gabitril,Ginkgo Biloba Extract Ginkgo","75+,60-74",Unspecified,other
437,Chronic ulcer,Skin lesion,83,Skin on leg or foot looks infected,7,Skin pain,"1""",,,,,,,,,,,,,,,,,,," Also known as Chronic Skin Ulcer , , ,An ulcer is a discontinuity or break in a bodily membrane that impedes the organ of which that membrane is a part from continuing its normal functions. Common forms of ulcers recognized in medicine include: , Source: Wikipedia,Patients with chronic ulcer often receive ",",Wound care management,Complete physical skin exam performed ML,Debridement of wound infection or burn,Examination of foot,Traction splints and other wound care,Excision Removal,Referral to home health care service,Application of splint Splinting",",Silver Sulfadiazine Topical,Collagenase Topical,Cellulose,Mupirocin Topical,Petrolatum Topical,Silver Nitrate Topical Each,Papain Urea Topical,Tetracaine One Touch,Becaplermin Topical,Pentoxifylline,Calcium Acetate,Sodium Hypochlorite Topical","75+,60-74",Unspecified,other
438,Osteoporosis,Back pain,36,Hip pain,20,Joint pain,15,Bones are painful,10,Disturbance of memory,7,Muscle cram,,,5,Stomach bloating,4,Leg cramps or spasms,2,Low back stiffness or tightness,2,Melena,2,Excessive urination at night,2," , ,Osteoporosis (""porous bones"", from Greek: ??????/ostoun meaning ""bone"" and ?????/poros meaning ""pore"") is a disease of bones that leads to an increased risk of fracture. In osteoporosis, the bone mineral density (BMD) is reduced, bone microarchitecture deteriorates, and the amount and variety of proteins in bone are altered. Osteoporosis is defined by the World Health Organization (WHO) as a bone mineral density of 2.5 standard deviations or more below the mean peak bone mass (average of young, healthy adults) as measured by dual-energy X-ray absorptiometry; the term ""established osteoporosis"" includes the presence of a fragility fracture. The disease may be classified as primary type 1, primary type 2, or secondary. , Source: Wikipedia,Patients with osteoporosis often receive ",",Hematologic tests Blood test,Lipid panel,Complete physical skin exam performed ML,Bone density scan,Examination of breast,Mammography Mammogram,Pelvis exam,Hemoglobin A1c measurement Hemoglobin a1c test",",Alendronate,Ergocalciferol,Risedronate Actonel,Ibandronate Boniva,Calcium Carbonate,Zoledronic Acid Reclast,Methotrexate,Raloxifene Evista,Calcitonin,Calcium Citrate,Calcium Vitamin D,Teriparatide Forteo,Methimazole","75+,60-74",female,other
439,Ileus,Sharp abdominal pain,88,Vomiting,77,Nausea,70,Diarrhea,64,Constipation,57,Burning abdominal pain,33,Stomach bloating,27,Headache,27,Side pain,20,Lower abdominal pain,20,Upper abdominal pain,20,Pain of the anus,"11"""," Also known as Bowel Ileus , , ,Ileus (/??li?s/ or /??l??s/) is a disruption of the normal propulsive ability of the gastrointestinal tract. , Source: Wikipedia,Patients with ileus often receive ",",Radiographic imaging procedure,Hematologic tests Blood test,Complete blood count Cbc,Intravenous fluid replacement,Plain x ray X ray,Kidney function tests Kidney function test,Urinalysis,Electrolytes panel",",Ondansetron Zofran,Hydromorphone Dilaudid,Meperidine Demerol,Metronidazole,Iohexol Omnipaque,Dicyclomine,Simethicone Degas,Hyoscyamine A Spas,Magaldrate,Iopamidol Isovue,Cefoxitin","75+,60-74",Unspecified,other
440,Sickle cell crisis,Ache all over,73,Leg pain,71,Back pain,68,Sharp chest pain,54,Arm pain,49,Hip pain,38,Low back pain,33,Sharp abdominal pain,31,Knee pain,28,Fever,25,Vomiting,25,Burning abdominal pain,"18"""," Also known as Sickle Cell Pain Crisis , , ,Sickle-cell disease (SCD), or sickle-cell anaemia (SCA) or drepanocytosis, is a hereditary blood disorder, characterized by red blood cells that assume an abnormal, rigid, sickle shape. Sickling decreases the cells' flexibility and results in a risk of various complications. The sickling occurs because of a mutation in the haemoglobin gene. Individuals with one copy of the defunct gene display both normal and abnormal haemoglobin. This is an example of codominance. , Source: Wikipedia,Patients with sickle cell crisis often receive ",",Hematologic tests Blood test,Complete blood count Cbc,Intravenous fluid replacement,Radiographic imaging procedure,Plain x ray X ray,Kidney function tests Kidney function test,Electrolytes panel,Glucose measurement Glucose level",",Hydromorphone Dilaudid,Diphenhydramine Benadryl,Morphine Rms,Folic Acid,Meperidine Demerol,Hydroxyurea,Lvp Solution,Magaldrate,Potassium Bicarbonate,Scopolamine,Buprenorphine Suboxone,Cefotaxime","30-44,15-29",Unspecified,black and
